:ID,:LABEL,label,codeSystem,hasCode
IM:x-h-nh-th-ng-kh-t-i-m-u,ImagingModality,Xạ hình thông khí – tưới máu,,
CS:au-ng-c,ClinicalSign,đau ngực,,
AS:nh-nh-ph-n-th-y-y-sau-c-a-ng-m-ch-th-y-d-i-p,AnatomicalSite,nhánh phân thùy đáy – sau của động mạch thùy dưới (P),,
AS:nh-nh-ph-n-th-y-y-ngo-i-c-a-ng-m-ch-th-y-d-i-p,AnatomicalSite,nhánh phân thùy đáy – ngoài của động mạch thùy dưới (P),,
IF:h-nh-nh-khuy-t-thu-c,ImagingFinding,hình ảnh khuyết thuốc,,
IF:d-u-hi-u-ng-ti-n-tr-n-polo-mint-sign,ImagingFinding,dấu hiệu đồng tiền tròn (polo mint sign),,
IF:t-c-c-p-t-nh-c-c-nh-nh-h-ph-n-th-y,ImagingFinding,tắc cấp tính các nhánh hạ phân thùy,,
AS:ng-m-ch-ph-n-th-y-y-ngo-i,AnatomicalSite,động mạch phân thùy đáy – ngoài,,
IF:d-u-ng-ray-xe-l-a-railway-track-sign,ImagingFinding,dấu đường ray xe lửa (railway track sign),,
IF:t-c-c-p-t-nh,ImagingFinding,tắc cấp tính,,
AS:ng-m-ch-th-y-tr-i,AnatomicalSite,động mạch thùy trái,,
IF:h-nh-nh-khuy-t-thu-c-l-ch-t-m,ImagingFinding,hình ảnh khuyết thuốc lệch tâm,,
D:pe-c-p,Disease,PE cấp,,
AS:nhu-m-ph-i,AnatomicalSite,nhu mô phổi,,
IF:t-ng-m-nhu-m-ph-i-h-nh-ch-m,ImagingFinding,tăng đậm độ nhu mô phổi hình chêm,,
D:nh-i-m-u-nhu-m-ph-i,Disease,nhồi máu nhu mô phổi,,
IF:d-i-t-ng-m,ImagingFinding,dải tăng đậm độ,,
IF:th-t-ph-i-d-n-l-n,ImagingFinding,thất phải dãn lớn,,
AS:th-t-tr-i,AnatomicalSite,thất trái,,
IF:v-ng-t-ng-m-nh,ImagingFinding,vùng tăng đậm độ nhẹ,,
IM:ct-kh-ng-c-n-quang,ImagingModality,CT không cản quang,,
D:t-c-ng-m-ch-ph-i-m-n,Disease,Tắc động mạch phổi mạn,,
AS:l-ng-m-ch,AnatomicalSite,lòng mạch,,
AS:m-ch-m-u,AnatomicalSite,mạch máu,,
AS:m-ch-m-u-b-ng-h,AnatomicalSite,Mạch máu bàng hệ,,
IF:d-n-th-t-ph-i,ImagingFinding,dãn thất phải,,
IF:d-n-ng-m-ch-ph-i,ImagingFinding,dãn động mạch phổi,,
D:t-ng-p-ng-m-ch-ph-i,Disease,tăng áp động mạch phổi,,
D:huy-t-kh-i-t-nh-m-ch-chi-d-i,Disease,Huyết khối tĩnh mạch chi dưới,,
D:pe-m-n-t-nh,Disease,PE mạn tính,,
AS:ph-i-ph-i,AnatomicalSite,phổi phải,,
IF:t-c-ngh-n,ImagingFinding,Tắc nghẽn,,
AS:hemi-c-ho-nh,AnatomicalSite,hemi – cơ hoành,,
IF:tu-n-ho-n-b-ng-h,ImagingFinding,Tuần hoàn bàng hệ,,
IF:tu-n-ho-n,ImagingFinding,Tuần hoàn,,
DR:thu-c-c-n-quang,Drug,thuốc cản quang,,
IF:khuy-t-thu-c,ImagingFinding,khuyết thuốc,,
IF:d-n-ng-m-ch-ph-qu-n-b-ng-h,ImagingFinding,Dãn động mạch phế quản bàng hệ,,
IF:ng-khuy-t-thu-c,ImagingFinding,đường khuyết thuốc,,
AS:ng-m-ch-ph-i-g-c,AnatomicalSite,Động mạch phổi gốc,,
AS:ng-m-ch-ph-qu-n-b-ng-h,AnatomicalSite,Động mạch phế quản bàng hệ,,
IF:t-i-m-u-d-ng-kh-m,ImagingFinding,Tưới máu dạng khảm,,
IF:v-ng-gi-m-t-i-m-u,ImagingFinding,Vùng giảm tưới máu,,
D:pe-m-n,Disease,PE mạn,,
IF:v-i-h-a-th-nh-ng-m-ch-ph-i,ImagingFinding,Vôi hóa thành động mạch phổi,,
D:t-ng-p-ng-m-ch-ph-i,Disease,Tăng áp động mạch phổi,,
M:ng-k-nh-ng-m-ch-ph-i,Measurement,Đường kính động mạch phổi,,
D:tr-n-d-ch-m-ng-tim,Disease,Tràn dịch màng tim,,
AS:th-t-ph-i,AnatomicalSite,Thất phải,,
IF:h-h-p,ImagingFinding,Hô hấp,,
IF:nhi-u-do-n-noise,ImagingFinding,nhiễu do độồn (noise),,
IF:c-ng-h-a-ch-m-tia,ImagingFinding,cứng hóa chùm tia,,
IF:d-ng-ch-y,ImagingFinding,dòng chảy,,
IF:d-i-s-c,ImagingFinding,dải sọc,,
IF:thu-t-to-n,ImagingFinding,thuật toán,,
IF:th-t-ch-t-ng-ph-n,ImagingFinding,thểtích từng phần,,
IF:b-c-thang,ImagingFinding,bậc thang,,
AS:h-ch-r-n-ph-i,AnatomicalSite,hạch rốn phổi,,
IF:th-i-i-m-ch-p,ImagingFinding,thời điểm chụp,,
AS:n-t-nh-y-ph-qu-n,AnatomicalSite,nút nhày phế quản,,
D:ph-ph-i,Disease,phù phổi,,
D:k-ph-i-th-ph-t,Disease,k phổi thứphát,,
IF:x-o-nh,ImagingFinding,Xảo ảnh,,
IF:c-ng-h-h-p,ImagingFinding,cửđộng hô hấp,,
IM:ct-c-a-s-ph-i,ImagingModality,CT (cửa sổ phổi),,
IF:h-nh-nh-ph-c-h-p-c-c-m-ch-m-u-d-ng-m-ng-bi-n-seagull-sign,ImagingFinding,hình ảnh phức hợp các mạch máu dạng mòng biển (seagull sign),,
IM:ct-ng-c,ImagingModality,CT ngực,,
IF:gi-m-m,ImagingFinding,giảm đậm độ,,
D:t-c-ngh-n-m-ch-m-u-nh-ng-m-ch-ph-i,Disease,tắc nghẽn mạch máu nhỏ động mạch phổi,,
CS:suy-h-h-p,ClinicalSign,suy hô hấp,,
IF:huy-t-kh-i,ImagingFinding,huyết khối,,
IF:x-o-nh,ImagingFinding,xảo ảnh,,
CS:au-ng-c-ki-u-vi-m-m-ng-ph-i,ClinicalSign,đau ngực kiểu viêm màng phổi,,
D:vi-m-m-ng-ph-i,Disease,viêm màng phổi,,
AS:m-ng-ph-i,AnatomicalSite,màng phổi,,
IF:x-o-nh-li-n-quan-n-d-ng-ch-y,ImagingFinding,xảo ảnh liên quan đến dòng chảy,,
AS:ng-m-ch-li-n-th-y,AnatomicalSite,động mạch liên thùy,,
IF:t-ng-quang-k-m,ImagingFinding,tăng quang kém,,
AS:th-c-qu-n,AnatomicalSite,Thực quản,,
IF:d-n,ImagingFinding,dãn,,
IF:ch-a-y-d-ch,ImagingFinding,chứa đầy dịch,,
AS:m-th-y-gi-a,AnatomicalSite,đm thùy giữa,,
AS:nh-nh-trong,AnatomicalSite,nhánh trong,,
AS:nh-nh-ngo-i,AnatomicalSite,nhánh ngoài,,
AS:m-li-n-th-y,AnatomicalSite,đm liên thùy,,
IM:ct-scan,ImagingModality,CT scan,,
IF:thrombus,ImagingFinding,thrombus,,
AS:m-li-n-th-y-p,AnatomicalSite,đm liên thùy (P),,
AS:nh-nh-trong-c-a-m-th-y-gi-a-p,AnatomicalSite,nhánh trong của đm thùy giữa (P),,
IF:x-o-nh-d-i-s-c,ImagingFinding,xảo ảnh dải sọc,,
AS:t-nh-m-ch-ch-tr-n,AnatomicalSite,tĩnh mạch chủ trên,,
IF:x-o-nh-thu-t-to-n,ImagingFinding,xảo ảnh thuật toán,,
AS:th-y-tr-n-ph-i-tr-i,AnatomicalSite,thùy trên phổi trái,,
AS:m-ph-n-th-y-tr-c,AnatomicalSite,đm phân thùy trước,,
AS:ng-m-ch-th-y-tr-n,AnatomicalSite,động mạch thùy trên,,
IF:x-o-nh-b-c-thang,ImagingFinding,Xảo ảnh bước thang,,
IF:h-ch-b-nh-th-ng,ImagingFinding,Hạch bình thường,,
AS:v-ng-r-n-ph-i,AnatomicalSite,Vùng rốn phổi,,
AS:v-ng-c-nh-ng-m-ch-li-n-th-y,AnatomicalSite,Vùng cạnh động mạch liên thùy,,
AS:th-y-gi-a-ph-i-ph-i,AnatomicalSite,Thùy giữa phổi phải,,
AS:th-y-l-i-ph-i-tr-i,AnatomicalSite,Thùy lưỡi phổi trái,,
AS:th-y-d-i-2-b-n,AnatomicalSite,Thùy dưới 2 bên,,
AS:th-y-d-i-ph-i-tr-i,AnatomicalSite,Thùy dưới phổi trái,,
IF:t-nh-m-ch-ch-a-t-ng-quang,ImagingFinding,Tĩnh mạch chưa tăng quang,,
IF:n-t-nh-y-ph-qu-n,ImagingFinding,Nút nhày phế quản,,
AS:ph-qu-n,AnatomicalSite,Phế quản,,
D:suy-tim-tr-i,Disease,Suy tim trái,,
IF:ph-m-k-quanh-m-ch-m-u,ImagingFinding,Phù mô kẽ quanh mạch máu,,
IF:ph-m-k-quanh-m-ch-m-u,ImagingFinding,phù mô kẽ quanh mạch máu,,
IF:d-u-k-nh-m,ImagingFinding,dấu kính mờ,,
IF:d-y-r-nh-li-n-th-y,ImagingFinding,dày rãnh liên thùy,,
IF:ng-d-y-tr-n-l-ng,ImagingFinding,đường dày trơn láng,,
IF:x-o-nh-d-ng-ch-y-do-t-ng-kh-ng-khu-tr,ImagingFinding,xảo ảnh dòng chảy do tăng đề kháng khu trú,,
D:huy-t-kh-i-m-ph-i,Disease,huyết khối đm phổi,,
D:ung-th,Disease,ung thư,,
AS:ph-i-p,AnatomicalSite,Phổi (P),,
D:sarcoma-m-ph-i-g-c,Disease,sarcoma đm phổi gốc,,
AS:m-ph-i-p,AnatomicalSite,đm phổi (P),,
IF:di-c-n,ImagingFinding,di căn,,
D:endometrial-stromal-sarcoma,Disease,endometrial stromal sarcoma,,
D:t-c-m-th-y-d-i-p,Disease,tắc đm thùy dưới (P),,
D:u,Disease,u,,
D:carcinoma-t-b-o-th-n-nguy-n-ph-t,Disease,carcinoma tế bào thận nguyên phát,,
IF:d-n-m-ti-u-ph-n-th-y,ImagingFinding,dãn đm tiểu phân thùy,,
AS:m-ph-n-th-y-y-sau-p,AnatomicalSite,đm phân thùy đáy – sau (P),,
IF:t-c,ImagingFinding,tắc,,
D:carcinoma-t-b-o-th-n,Disease,carcinoma tế bào thận,,
D:t-c-ti-u-ng-m-ch,Disease,tắc tiểu động mạch,,
IF:h-nh-nh-d-ng-c-y-m-ch-i-tree-in-bud,ImagingFinding,hình ảnh dạng cây đâm chồi (tree-in-bud),,
D:t-c-ng-m-ch-ph-i,Disease,tắc động mạch phổi,,
DR:thu-c-ti-u-s-i-huy-t,Drug,thuốc tiêu sợi huyết,,
D:t-c-m-n-t-nh,Disease,Tắc mạn tính,,
M:k-ch-th-c-ng-m-ch-ph-i,Measurement,Kích thước động mạch phổi,,
D:t-c-m-ch-ph-i-c-p,Disease,Tắc mạch phổi cấp,,
IF:t-ng-p-l-c-ng-m-ch-ph-i,ImagingFinding,Tăng áp lực động mạch phổi,,
D:b-c-t-ch-ng-m-ch-ch-ng-c,Disease,Bóc tách động mạch chủ ngực,,
AS:ng-m-ch-ph-i-ph-i,AnatomicalSite,Động mạch phổi phải,,
AS:nh-nh-th-y-d-i-ng-m-ch-ph-i-ph-i,AnatomicalSite,Nhánh thùy dưới động mạch phổi phải,,
IF:t-ng-p-ng-m-ch-ph-i,ImagingFinding,Tăng áp động mạch phổi,,
IM:si-u-m,ImagingModality,Siêu âm,,
D:huy-t-kh-i-t-nh-m-ch-c-ng-ch-n,Disease,Huyết khối tĩnh mạch cẳng chân,,
CS:ho-nhi-u,ClinicalSign,Ho nhiều,,
CS:kh-th-nh,ClinicalSign,Khó thở nhẹ,,
IF:ng-c-ph-i,ImagingFinding,Đông đặc phổi,,
IF:huy-t-kh-i-nh-nh-nh,ImagingFinding,Huyết khối nhánh nhỏ,,
AS:th-y-d-i-ph-i-ph-i,AnatomicalSite,Thùy dưới phổi phải,,
IF:gi-n-th-t-ph-i,ImagingFinding,Giãn thất phải,,
D:huy-t-kh-i-ng-m-ch-ph-i-ph-i,Disease,Huyết khối động mạch phổi phải,,
IF:gi-n-ng-m-ch-ph-i-g-c,ImagingFinding,Giãn động mạch phổi gốc,,
TR:i-u-tr-n-i-khoa-b-o-t-n,Treatment,Điều trị nội khoa bảo tồn,,
AS:t-nh-m-ch-ch-tr-n,AnatomicalSite,Tĩnh mạch chủ trên,,
AS:cung-ng-m-ch-ch,AnatomicalSite,Cung động mạch chủ,,
AS:ph-qu-n-g-c,AnatomicalSite,Phế quản gốc,,
D:vi-m-ph-qu-n-c-p,Disease,viêm phế quản cấp,,
LT:b-ch-c-u-a-nh-n-trung-t-nh-t-ng,LabTest,bạch cầu đa nhân trung tính tăng,,
LT:t-c-m-u-l-ng-t-ng,LabTest,tốc độ máu lắng tăng,,
PTH:vi-khu-n,Pathogen,vi khuẩn,,
D:lao-thanh-qu-n,Disease,Lao thanh quản,,
D:lao-ph-i,Disease,Lao phổi,,
D:b-nh-b-i-ph-i,Disease,bệnh bụi phổi,,
IF:ng-ph-i,ImagingFinding,Ứ đọng phổi,,
D:suy-tim,Disease,suy tim,,
CS:t-ng-ti-t-d-ch,ClinicalSign,tăng tiết dịch,,
TR:i-u-tr-tri-u-ch-ng,Treatment,điều trị triệu chứng,,
CS:ho-khan,ClinicalSign,ho khan,,
DR:thu-c-gi-m-ho,Drug,thuốc giảm ho,,
DR:codein,Drug,Codein,,
DR:dextromethorphan,Drug,Dextromethorphan,,
DR:corticoid-ng-u-ng,Drug,corticoid đường uống,,
DR:prednison,Drug,Prednison,,
DR:paracetamol,Drug,Paracetamol,,
D:b-nh-ph-i-t-c-ngh-n-m-n-t-nh,Disease,bệnh phổi tắc nghẽn mạn tính,,
D:vi-m-m-i-m,Disease,viêm mũi mủ,,
D:vi-m-ami-an,Disease,viêm amiđan,,
D:vi-m-va,Disease,viêm VA,,
D:vi-m-tai-gi-a,Disease,viêm tai giữa,,
DR:amoxicillin,Drug,Amoxicillin,,
DR:amoxicillin-a-clavunique,Drug,Amoxicillin/A.clavunique,,
DR:cephalosporin,Drug,Cephalosporin,,
DR:macrolid,Drug,Macrolid,,
DR:erythromycin,Drug,Erythromycin,,
DR:thu-c-long-m,Drug,thuốc long đờm,,
DR:acetylcystein,Drug,Acetylcystein,,
CS:co-th-t-ph-qu-n,ClinicalSign,co thắt phế quản,,
DR:ventoline,Drug,Ventoline,,
DR:bricanyl,Drug,Bricanyl,,
DR:ventolin-nebules,Drug,Ventolin Nebules,,
DR:brinoce,Drug,Brinoce,,
D:b-nh-ph-i-m-n-t-nh,Disease,bệnh phổi mạn tính,,
RF:suy-gi-m-mi-n-d-ch,RiskFactor,suy giảm miễn dịch,,
D:vi-m-ti-u-ph-qu-n-b-t-t-c,Disease,viêm tiểu phế quản bít tắc,,
D:vi-m-ph-qu-n,Disease,Viêm phế quản,,
AS:ng-h-h-p-d-i,AnatomicalSite,Đường hô hấp dưới,,
D:vi-m-ph-qu-n-c-p-t-nh,Disease,Viêm phế quản cấp tính,,
PTH:virus,Pathogen,Virus,,
PTH:ph-c-u-khu-n,Pathogen,Phế cầu khuẩn,,
PTH:h-influenzae,Pathogen,H.influenzae,,
PTH:t-c-u-khu-n,Pathogen,Tụ cầu khuẩn,,
PTH:li-n-c-u-khu-n,Pathogen,Liên cầu khuẩn,,
D:vi-m-ph-qu-n-m-n-t-nh,Disease,Viêm phế quản mạn tính,,
RF:h-t-thu-c-l,RiskFactor,Hút thuốc lá,,
RF:b-i-b-n,RiskFactor,Bụi bẩn,,
RF:nhi-m-kh-ng-kh,RiskFactor,Ô nhiễm không khí,,
RF:kh-i-b-i,RiskFactor,Khói bụi,,
RF:s-c-kh-ng-y-u,RiskFactor,Sức đề kháng yếu,,
D:b-nh-m-n-t-nh,Disease,Bệnh mãn tính,,
CS:ho-c-m,ClinicalSign,Ho có đờm,,
CS:ho-dai-d-ng,ClinicalSign,Ho dai dẳng,,
CS:th-kh-kh,ClinicalSign,Thở khò khè,,
CS:t-c-ng-c,ClinicalSign,Tức ngực,,
CS:m-t-m-i,ClinicalSign,Mệt mỏi,,
D:vi-m-ph-qu-n-c-p,Disease,Viêm phế quản cấp,,
D:vi-m-gi-n-ph-qu-n,Disease,Viêm giãn phế quản,,
IM:xquang-ph-i,ImagingModality,Xquang phổi,,
LT:alt,LabTest,ALT,,
LT:ast,LabTest,AST,,
LT:creatinin,LabTest,Creatinin,,
LT:x-t-nghi-m-m,LabTest,Xét nghiệm đàm,,
DR:thu-c-gi-m-ho,Drug,Thuốc giảm ho,,
D:ung-th-ph-i,Disease,Ung thư phổi,ICD-10,C34
RF:ph-i-nhi-m,RiskFactor,Phơi nhiễm,,
IM:h-nh-nh-h-c,ImagingModality,Hình ảnh học,,
PR:sinh-thi-t,Procedure,Sinh thiết,,
PR:ch-n-o-n,Procedure,Chẩn đoán,,
D:ung-th-i-tr-c-tr-ng,Disease,Ung thư đại trực tràng,,
D:ung-th-tuy-n-t-y,Disease,Ung thư tuyến tụy,,
D:ung-th-v,Disease,Ung thư vú,,
TR:i-u-tr,Treatment,điều trị,,
RF:h-t-thu-c-l,RiskFactor,hút thuốc lá,,
RF:m-i-tr-ng-l-m-vi-c-c-h-i,RiskFactor,môi trường làm việc độc hại,,
IM:ct-li-u-th-p,ImagingModality,CT liều thấp,,
D:ung-th-ph-i-t-b-o-nh-sclc,Disease,Ung thư phổi tế bào nhỏ (SCLC),,
D:ung-th-ph-i-kh-ng-t-b-o-nh-nsclc,Disease,Ung thư phổi không tế bào nhỏ (NSCLC),,
D:ung-th-ph-i-t-b-o-nh-giai-o-n-lan-tr-n,Disease,Ung thư phổi tế bào nhỏ giai đoạn lan tràn,,
IF:di-c-n,ImagingFinding,Di căn,,
AS:th-y-ph-i,AnatomicalSite,Thùy phổi,,
AS:t-y-x-ng,AnatomicalSite,Tủy xương,,
D:ung-th-bi-u-m-tuy-n,Disease,Ung thư biểu mô tuyến,,
D:ung-th-bi-u-m-t-b-o-l-n,Disease,Ung thư biểu mô tế bào lớn,,
D:ung-th-bi-u-m-t-b-o-v-y,Disease,Ung thư biểu mô tế bào vảy,,
M:3-cm,Measurement,<3 cm,,
D:di-c-n-xa,Disease,di căn xa,,
M:3-5-cm,Measurement,3-5 cm,,
M:5-7-cm,Measurement,5-7 cm,,
AS:h-ch-quanh-ph-qu-n,AnatomicalSite,Hạch quanh phế quản,,
AS:r-n-ph-i,AnatomicalSite,rốn phổi,,
SV:n2,Severity,N2,,
AS:h-ch-trung-th-t,AnatomicalSite,Hạch trung thất,,
AS:h-ch-d-i-carina,AnatomicalSite,hạch dưới carina,,
IF:x-m-l-n,ImagingFinding,Xâm lấn,,
AS:c-quan,AnatomicalSite,cơ quan,,
AS:trung-th-t,AnatomicalSite,trung thất,,
AS:th-n-t-s-ng,AnatomicalSite,thân đốt sống,,
AS:th-ng-n,AnatomicalSite,thượng đòn,,
SV:giai-o-n-i,Severity,Giai đoạn I,,
SV:giai-o-n-ii,Severity,Giai đoạn II,,
SV:ia,Severity,IA,,
M:t1,Measurement,T1,,
M:n0,Measurement,N0,,
M:m0,Measurement,M0,,
SV:iia,Severity,IIA,,
M:t2b,Measurement,T2b,,
M:n1,Measurement,N1,,
M:t2a,Measurement,T2a,,
SV:ib,Severity,IB,,
SV:iib,Severity,IIb,,
M:t3,Measurement,T3,,
D:vi-m-ph-i-t-c-ngh-n,Disease,viêm phổi tắc nghẽn,,
D:kh-i-u,Disease,khối u,,
AS:m-ng-ph-i-t-ng,AnatomicalSite,màng phổi tạng,,
AS:ph-qu-n-g-c,AnatomicalSite,phế quản gốc,,
AS:th-n-kinh-ho-nh,AnatomicalSite,thần kinh hoành,,
AS:c-ho-nh,AnatomicalSite,cơ hoành,,
AS:th-nh-ng-c,AnatomicalSite,thành ngực,,
AS:m-ng-ph-i-trung-th-t,AnatomicalSite,màng phổi trung thất,,
D:di-c-n-h-ch-v-ng,Disease,Di căn hạch vùng,,
D:di-c-n-xa,Disease,Di căn xa,,
TR:h-a-tr,Treatment,Hóa trị,,
TR:x-tr,Treatment,Xạ trị,,
LT:x-t-nghi-m-t-b-o-h-c-m,LabTest,Xét nghiệm tế bào học đàm,,
D:sclc,Disease,SCLC,,
D:luad,Disease,LUAD,,
PTH:egfr,Pathogen,EGFR,,
PTH:kras,Pathogen,KRAS,,
PTH:braf,Pathogen,BRAF,,
TR:h-a-tr,Treatment,hóa trị,,
TR:x-tr,Treatment,xạ trị,,
RF:c-ch-mi-n-d-ch,RiskFactor,ức chế miễn dịch,,
TR:li-u-ph-p-mi-n-d-ch,Treatment,liệu pháp miễn dịch,,
D:sclc-t-i-ph-t,Disease,SCLC tái phát,,
D:ung-th-ph-i-kh-ng-t-b-o-nh-nsclc,Disease,Ung thư phổi không tế bào nhỏ NSCLC,,
D:ung-th-ph-i-kh-ng-t-b-o-nh,Disease,Ung thư phổi không tế bào nhỏ,,
TR:i-u-tr-nh-m-tr-ng-ch,Treatment,điều trị nhắm trúng đích,,
TR:h-a-tr-li-u,Treatment,hóa trị liệu,,
LT:x-t-nghi-m-d-u-n-sinh-h-c,LabTest,xét nghiệm dấu ấn sinh học,,
G:khuy-n-c-o-i-u-tr-cap-iaslc-amp,Guideline,khuyến cáo điều trị CAP/IASLC/AMP,,
G:m-ng-l-i-ung-th-to-n-di-n-qu-c-gia-hoa-k,Guideline,Mạng lưới Ung thư Toàn diện Quốc gia Hoa Kỳ,,
TR:ph-c-i-u-tr-ung-th-truy-n-th-ng,Treatment,phác đồ điều trị ung thư truyền thống,,
G:national-cancer-institute-molecular-analysis-for-therapy-choice-trial,Guideline,National Cancer Institute-Molecular Analysis for Therapy Choice Trial,,
G:vi-n-ung-th-qu-c-gia,Guideline,Viện Ung thư Quốc gia,,
G:nci-match-trial,Guideline,NCI-MATCH Trial,,
TR:li-u-ph-p-c-ch-ki-m-so-t-mi-n-d-ch,Treatment,Liệu pháp ức chế kiểm soát miễn dịch,,
D:ung-th-ph-i-kh-ng-t-b-o-nh-giai-o-n-di-c-n,Disease,Ung thư phổi không tế bào nhỏ giai đoạn di căn,,
D:ung-th-ph-i-t-b-o-nh,Disease,Ung thư phổi tế bào nhỏ,,
G:h-ng-d-n-s-ng-l-c-ung-th-ph-i,Guideline,Hướng dẫn sàng lọc ung thư phổi,,
LT:x-t-nghi-m,LabTest,Xét nghiệm,,
RF:nguy-c-cao,RiskFactor,nguy cơ cao,,
IM:x-quang,ImagingModality,X quang,,
RF:ng-i-h-t-thu-c-l,RiskFactor,người hút thuốc lá,,
IM:ch-p-c-t-l-p-vi-t-nh-xo-n-c-li-u-th-p,ImagingModality,chụp cắt lớp vi tính xoắn ốc liều thấp,,
IF:t-n-th-ng-ph-i-ngo-i-bi-n,ImagingFinding,Tổn thương phổi ngoại biên,,
IM:ct-xo-n-c,ImagingModality,CT xoắn ốc,,
IF:n-t-nh,ImagingFinding,nốt nhỏ,,
D:ung-th-tuy-n-gi-p,Disease,Ung thư tuyến giáp,,
AS:v,AnatomicalSite,Vú,,
AS:tuy-n-gi-p,AnatomicalSite,Tuyến giáp,,
IM:ldct,ImagingModality,LDCT,,
IF:d-ng-t-nh-gi,ImagingFinding,Dương tính giả,,
PR:x-t-nghi-m-x-m-l-n,Procedure,Xét nghiệm xâm lấn,,
PR:ph-u-thu-t,Procedure,Phẫu thuật,,
D:kh-i-u-nh,Disease,khối u nhỏ,,
IM:ct-xo-n-c-li-u-th-p,ImagingModality,CT xoắn ốc liều thấp,,
PR:th-thu-t-x-m-l-n,Procedure,thủ thuật xâm lấn,,
LT:x-t-nghi-m-t-b-o-h-c-m,LabTest,xét nghiệm tế bào học đàm,,
D:ung-th-t-b-o-nh,Disease,Ung thư tế bào nhỏ,,
AS:ph-qu-n-l-n,AnatomicalSite,phế quản lớn,,
AS:ph-qu-n-nh,AnatomicalSite,phế quản nhỏ,,
AS:ti-u-ph-qu-n,AnatomicalSite,tiểu phế quản,,
AS:ph-nang,AnatomicalSite,phế nang,,
RF:thu-c-l,RiskFactor,thuốc lá,,
D:t-n-th-ng-ti-n-ung-th,Disease,tổn thương tiền ung thư,,
LT:x-t-nghi-m-t-b-o-h-c,LabTest,xét nghiệm tế bào học,,
D:u-ph-i,Disease,u phổi,,
D:giai-o-n-ti-n-ung-th,Disease,giai đoạn tiền ung thư,,
LT:x-t-nghi-m-t-b-o-h-c,LabTest,Xét nghiệm tế bào học,,
LT:t-b-o-h-c-m,LabTest,Tế bào học đàm,,
PR:n-i-soi-ph-qu-n,Procedure,Nội soi phế quản,,
PR:n-i-soi-ph-qu-n-nh-s-ng-tr-ng,Procedure,Nội soi phế quản ánh sáng trắng,,
PR:n-i-soi-ph-qu-n-hu-nh-quang,Procedure,Nội soi phế quản huỳnh quang,,
D:ung-th-bi-u-m-x-m-l-n,Disease,ung thư biểu mô xâm lấn,,
D:ung-th-bi-u-m-t-i-ch,Disease,ung thư biểu mô tại chỗ,,
D:lo-n-s-n,Disease,loạn sản,,
IM:n-i-soi-hu-nh-quang-h-nh-nh-ph-i,ImagingModality,nội soi huỳnh quang hình ảnh phổi,,
D:c-t-nh,Disease,ác tính,,
PR:n-i-soi-ph-qu-n,Procedure,nội soi phế quản,,
IF:h-nh-nh-ph-i,ImagingFinding,hình ảnh phổi,,
D:d-s-n-v-y-t-n-sinh-m-ch,Disease,dị sản vảy tân sinh mạch,,
D:asd,Disease,ASD,,
PR:sinh-thi-t-m-ph-i,Procedure,Sinh thiết mô phổi,,
PR:sinh-thi-t-m,Procedure,Sinh thiết mô,,
LT:t-bi-n-egfr,LabTest,Đột biến EGFR,,
PR:sinh-thi-t,Procedure,sinh thiết,string,string
LT:egfr,LabTest,EGFR,,
LT:braf,LabTest,BRAF,,
LT:ros1,LabTest,ROS1,,
LT:next-generation-sequencing,LabTest,Next-Generation Sequencing,,
LT:gi-i-tr-nh-t-gen-th-h-m-i,LabTest,giải trình tự gen thế hệ mới,,
PR:sinh-thi-t-l-ng,Procedure,Sinh thiết lỏng,,
LT:dna-kh-i-u-l-u-h-nh-trong-tu-n-ho-n-ctdna,LabTest,DNA khối u lưu hành trong tuần hoàn (ctDNA),,
LT:dna,LabTest,DNA,,
LT:kh-ng-nguy-n-ung-th-bi-u-m-ph-i-cea,LabTest,Kháng nguyên ung thư biểu mô phôi (CEA),,
LT:cyfra-21-1,LabTest,CYFRA 21-1,,
AS:ng-h-h-p,AnatomicalSite,Đường hô hấp,,
PR:sinh-thi-t-m,Procedure,sinh thiết mô,,
LT:x-t-nghi-m-m-u,LabTest,xét nghiệm máu,,
PR:sinh-thi-t-l-ng-ng-c,Procedure,sinh thiết lồng ngực,,
LT:dna-t-do-trong-tu-n-ho-n,LabTest,DNA tự do trong tuần hoàn,,
PR:sinh-thi-t-l-ng,Procedure,sinh thiết lỏng,,
LT:dna-t-do,LabTest,DNA tự do,,
LT:t-b-o-ung-th-l-u-h-nh-trong-tu-n-ho-n,LabTest,Tế bào ung thư lưu hành trong tuần hoàn,,
LT:dna-t-do-l-u-h-nh-tu-n-ho-n,LabTest,DNA tự do lưu hành tuần hoàn,,
D:vi-m,Disease,viêm,,
D:t-n-sinh,Disease,tân sinh,,
LT:dna-kh-i-u-l-u-h-nh-tu-n-ho-n,LabTest,DNA khối u lưu hành tuần hoàn,,
LT:cea-carcinoembryonic-antigen,LabTest,CEA – Carcinoembryonic Antigen,,
LT:enolase,LabTest,enolase,,
LT:cyfra,LabTest,CYFRA,,
D:nsclc,Disease,NSCLC,,
D:sqc,Disease,SQC,,
LT:cea,LabTest,CEA,,
D:di-c-n,Disease,di căn,,
LT:cfdna,LabTest,cfDNA,,
LT:pcr,LabTest,PCR,,
LT:dna-huy-t-t-ng,LabTest,DNA huyết tương,,
IF:n-t,ImagingFinding,nốt,,
M:t-b-o-kh-i-u-l-u-h-nh,Measurement,tế bào khối u lưu hành,,
